;post_message;post_message_en
2053;Buenos días a todos. No hace un mes que dieron de alta a Candela (mi hija) y estamos otra vez con ella ingresada. Como la última vez  hemos venido al hospital al primer vómito. Los síntomas que ha tenido han sido cambios de carácter  muy irascible y muy llorona. Ya está con la vía puesta y medicada...... Un abrazo a todos......;Good morning to all. Not a month ago that was discharged to Candela (my daughter) and we entered her again. Like last time we came to the hospital the first vomiting. Symptoms that have had have been very irascible character changes and very weepy.Whether it is with the path set and medicated ...... A hug to everyone ......
2054;Buenas tardes a todos y gracias por aceptarme en el grupo. Tengo una hija con 7 años  Candela  que lleva tiempo con los síntomas del svc. El mes pasado ingresó en el hospital con mucho vómito y a los 4 días del ingreso dio muestras de apendicitis  por lo que la hicieron pruebas y en efecto la apendicitis estaba inflamada  la operaron y en dos días estaba como nueva. Esperábamos que ese fuera el problema pero el día 7 vomitó y no esperamos más y la llevamos al hospital. Por ahora solo nos falta descartar esofagitis  que prácticamente está descartado ya que no tiene síntomas  para confirmar que tiene el svc. Un saludo a todos....;Good afternoon and thank you for accepting me in the group. I have a daughter with 7 years Candela takes time with the symptoms of svc. Last month he entered the hospital with a lot of vomiting and 4 days after admission showed signs of appendicitis what effect did tests and was inflamed appendicitis and had surgery two days was like new. We were hoping that was the problem but on 7 vomited and we expect more and we took her to hospital. For now we only need to rule out esophagitis is virtually ruled out because it has no symptoms to confirm you have the svc. Greetings to all ....
2055;Diseasemaps ha mejorado la plataforma para que los profesionales de la salud también puedan unirse al mapa  aquí: https://www.diseasemaps.org/es/health-care-professionals/  https://www.diseasemaps.org/es/cyclic-vomiting-syndrome/;Diseasemaps improved platform for health professionals can also join the map here: https://www.diseasemaps.org/es/health-care-professionals/ https://www.diseasemaps.org/es/cyclic -vomiting-syndrome /
2056;Buenas tardes grupo  hoy hicimos un esofagograma   mañana consultamos para ver si existe reflujo..  Lamento exponerle a estos estudios a mi niña   pero hay que descartar todo..;Good afternoon group today made a morning esophagogram consulted to see if reflux ..  I regret these studies expose my child but must discard all ..
2057;http://svcvivencias.blogspot.com.es/2016/07/una-crisis-llevadera.html;http://svcvivencias.blogspot.com.es/2016/07/una-crisis-llevadera.html
2058;Hola buenos días  hace unos días comenté el caso de mi niña Fabiola. He leído muchos comentarios y veo que ninguno esta recibiendo apoyo psicológico desde diciembre mi hija está recibiendo este apoyo es muy importante que tomen esto en cuenta. Se le presentó una crisis el 1 de abril de 5 días pero su actitud fue mucho mejor práctico sus ejercicios de relajación y fue menos aparatoso. Siempre en ella la crisis se desencadena por una emoción  sorpresa... en este caso su padre volvió de un viaje por  sorpresa . Ahora cuidamos todo esto. Ayer su hermana mayor nos comunicó que se comprometía a los dos horas Fabiola comenzó a sentir náuseas. De inmediato nos pusimos a practicar sus ejercicios respiratorios y a tener calma y sobre todo aceptar que si tiene que pasar pasará y luego estará bien.... así que amigos mi consejo ayuda psicológica para sus niños. Gracias a Dios superó el percance y por la tarde se fue a sus clases de baile. Ánimo se les quiere;Hi good morning a few days ago I commented the case of my daughter Fabiola. I have read many comments and see that none is receiving counseling since December my daughter is getting this support is very important to take this into account. He was presented with a crisis on April 1 5 days but their attitude was much better practical exercises and relaxation was less cumbersome. Always she crisis triggered by an emotion surprise ... in this case his father returned from a trip by surprise. Now we take care of all this. Yesterday her older sister told us that it was committed to two hours Fabiola began to feel nauseous. Immediately we started to practice your breathing exercises and be calm and above all accept that if you have to spend will then be fine .... so my advice friends psychological help for their children. Thank God overcame the setback and in the afternoon went to dance classes. They want Ánimo
2059;Tengo a Ari dormida desde q llegó  del cole con dolor de cabeza escalofríos y náuseas ...decía que se encontraba muy mal y ahora duerme profundamente tengo ganas de gritar pero no puedo hacerlo por que eso la despertaría y aun qué a mi me aliviaría la impotencia que siento  a ella le podría agravar más la situación. ..es por eso que me desahogo con ustedes que entienden perfectamente lo que siento.Qué ganas tengo que acabe el cole ya esto es día sí y día también. ....esto es un sinvivir.;Ari got asleep since q came from school with a sore head chills and nausea ... said he was very bad and now sleeps soundly I wanted to scream but I can not do that to wake her and even what my relieve me I feel helplessness she would could aggravate the situation. ..this is why relief me with you who understand perfectly what I feel.I can not wait to finish the cole and this is day in and day out. .... This is a sinvivir.
2060;Gracias por aceptar mi solicitud soy de Argentina   Tucumán. Soy mamá  de Catalina hoy tiene 27 años. Ella comenzó a los 3 años con reiteradas internaciones de causas inciertas y vómitos q no sedian . Llegamos al diagnóstico a los 9 años y comprendo esos días de terror . Espero poder ayudar con mis experiencias y poder nutrirme de las de ustedes.;Thank you for accepting my application I am from Argentina Tucuman. I'm Catherine mom is 27 years old today. She started 3 years with repeated hospital admissions and uncertain causes vomiting q sedian not. We arrived at the diagnosis at age 9 and understand those days of terror. I hope I can help with my experiences and to nourish of you.
2061;Gracias por aceptarme   mi hija de solo 4 añitos tiene estos episodios hace más de 2 años ya.  Primero eran cada 3 meses cosa que pensé que eran problemas estomacales por gastroenteritis.  Después descarte eso y creía que eran por las legumbres..  Luegon fueron más seguidas y empezamos con todos los estudios que existen para descartar intolerancias...  Cosa que no encontramos.  Luego encontramos que tenía unos parásitos pensó la gastroenterologa que era por eso le tratamos tb.  Eliminamos todo   tuvo una leve mejoría porque los episodios pararon por dos meses y ahora estamos de nuevo.  Lo más raro es que es en fechas exactas..  Justo es un mes.  Generalmente ella tiene episodios el 20 de cada mes.  Y sólo al despertar  estando en ayunas  no en otro momento del día.  Cuando veo que se levanta toda débil y tiene mucha sed y es la fecha ya sé que vamos a empezar con todo.  Ella tiene mucho apetito pero nada no tolera cuando está así   todo vomita.  Tenemos que ir al hospital que le inyecten intra muscular para parar los vómitos.  Y como arte de magia todo desaparece..  Su ánimo enseguida se levanta come todo lo que ve.  No tiene más dolor.  Es inexplicable   pero hasta que no le inyectan no para.  Varias veces se llego a deshidratar por esperar que algun medicamento vía oral haga efecto cosa que era imposible porque todo vomitaba  y tenia que ingresar a ser hidratada por vía..  Es tan horrible ver vivir así a mi niña.  Que pase tan mal todo.  Ahora la gastroenterologa quiere derivarla a un neurologo   porque el hecho de qe sea cada fecha exacta y que sea al levantarse nomas piensa que el neurologo puede encontrar algo. En fin   todo un calvario   aparte cada vez que ingresa al hospital por un episodio tengo que explicar todo de nuevo   y hay doctores qur no comprenden   y se pasa muy mal.;Thank you for accepting my daughter is only 4 years old these episodes over 2 years ago.  every 3 months were first thing that I thought were stomach problems gastroenteritis.  After discarding that and thought they were for vegetables ..  Luegon were more followed and we started with all existing studies to rule intolerances ...  Which we are not found.  Then we found that parasites had the gastroenterologist thought that was why we treat tb.  We eliminate all had a slight improvement because the episodes stopped for two months and now we are back.  The strangest thing is that it is exact dates ..  Just a month.  Usually she has 20 episodes each month.  And just waking fasting not being later in the day.  When I see rising all weak and thirst and is the date I know we'll start with everything.  She has a good appetite but nothing is well tolerated when all vomits.  We have to go to hospital injected intra muscular him to stop vomiting.  And magically everything disappears ..  His mood immediately rises eats everything he sees.  He has no pain.  It is inexplicable but until inject him not to.  Several times he came to dehydrate only hope that some medication by mouth do something that was impossible because everything vomited and had to be moisturized enter via effect ..  It is so horrible to see and live my girl.  Everything happens so bad.  Now the gastroenterologist want to refer you to a neurologist because the fact is every qe exact date and is getting up nomas think that the neurologist can find something. Finally a whole other ordeal every time you go into the hospital for an episode I have to explain everything again and there qur doctors do not understand and goes very wrong.
2062;http://www.lavanguardia.com/vida/20160617/402571779222/rara-enfermedad-joven-vomita-50-veces-dia.html;http://www.lavanguardia.com/vida/20160617/402571779222/rara-enfermedad-joven-vomita-50-veces-dia.html
2063;Súmate a Vall d Hebron y a la Barcelona PID Foundation para luchar por los niños y niñas con IDP.   Por cada visualización del videoclip de Boxets  Bombolles de colors  conseguiremos 1€ para investigar en estas enfermedades minoritarias.   HAZ CLIC Y COMPARTE!  ;Sumate to Vall d'Hebron and the Barcelona Foundation PID to fight for children with IDP.   For each video display of colors of Boxets Bombolles we get 1 € for research into these rare diseases.   CLICK AND SHARE!  
2064;¿Tienes un blog o una página web? ¿O conoces a alguien que lo tenga? ¡Descubre la nueva herramienta de Diseasemaps! ;Do you have a blog or a website? Or do you know someone who does? Discover the new tool Diseasemaps! 
2065;Rest a while for me  de MAR DE FONDO  es la canción oficial del www.seronoserfestival.es FESTIVAL INTERNACIONAL DE MICROCORTOS SER O NO SER EN SU TERCERA EDICIÓN PRO AYUDA A ENFERMEDADES RARAS  con FEDER www.enfermedades-raras.org  Difundidlo por favor  es por una buena causa  los enfermos de enfermedades raras y sus familiares os lo agradecerán. Haz tu microcorto  colabora con esta causa  y gana estos premios: http://www.seronoserfestival.es/premios/;Rest a while for me SWELL is the official song of www.seronoserfestival.es micro short-circuits INTERNATIONAL FESTIVAL TO BE OR NOT TO BE IN ITS THIRD EDITION PRO AID TO RARE DISEASES with ERDF www.enfermedades-raras.org please spread it is a good cause sufferers of rare diseases and their families will thank you. Make your micro movie works with this cause and win these prizes: http://www.seronoserfestival.es/premios/
2066;Hola después de tres años sin darle ninguna crisis  aquí estamos en el hospital otra vez mi hija tiene 21 años  y desde los 10 años  tiene el síndrome de vomitos cíclicos. Cuando parece que esto se ha terminado empieza otra vez esta enfermedad nunca termina aunque dicen los médicos cuando se haga mayor esto desaparece todo mentira esto no acaba nunca espero que se pase pronto   aunque a mi hija cuando le da le suele durar 15 o 20 días vomitando y es un calvario para ella y para todos.;We hello after three years without giving no crisis here we are in the hospital again my daughter is 21 and from 10 years has cyclic vomiting syndrome. When it seems that this is over begins again this disease never ends but doctors say it is done more this disappears all lies this never just hope that happens soon although my daughter when given usually takes him 15 or 20 days puking and is an ordeal for her and for all.
2067;Gracias por aceptar mi solicitud;Thanks for accepting my request
2068;CON-CIERTO SERONOSER PRO AYUDA A ENFERMEDADES RARAS SÁBADO 18 DE JUNIO EN SALA MUSIC MURCIA (PLAZA DE TOROS) desde las 12 horas Actividades Gratuitas: Actuaciones artístico-musicales  Mercadillo Asociativo  Comida Solidaria  Recital Poético  Cantautores.) A partir de las 22 30 h Grupos de Música Entrada-donación 10 € www.seronoserfestival.es Plaza Pintor Pedro Flores  1  bajo Murcia 30002 (Barrio del Carmen) en colaboración con FEDER: www.enfermedades-raras.org;CON-WAY HELPS SERONOSER PRO RARE DISEASES SATURDAY 18 JUNE IN ROOM MUSIC MURCIA (Bullfight) from 12 hours free activities: artistic and musical performances Associative Solidarity Food Market Poetry Recital Songwriters). From 22 30 h Bands Post-donation 10 € www.seronoserfestival.es Plaza Pintor Pedro Flores 1 bajo 30002 Murcia (Barrio del Carmen) in collaboration with FEDER: www.enfermedades-raras.org
2069;Hola a tod@s  gracias por la aceptación en el grupo. Nos está sirviendo de mucha ayuda y de comprensión sobretodo. Mi caso es el siguiente:  En casa tenemos una peque de 7 años con este Síndrome. Es la hija de mi marido. Empezó muy temprano con 3-4 añitos. La única solución que le da la pediatra que tiene es dormir a oscuras para ver si deja de vomitar y si no para la crisis al hospital que vamos corriendo para que la rehidraten con suero y la medicación aparte que le ponen( Ahora no recuerdo el nombre) el caso es que las crisis le daban antes cada 4-6 meses incluso pero ahora se le repiten una vez al mes  o mes si mes no  y en ese mismo mes puede tener 3-4 crisis. Os comento su sintomatología: la peque siempre tiene ojeras que cuando le viene la crisis se le marcan más  se empieza apagando  no quiere comer  le duele mucho el estómago y entonces empieza a vomitar   puede llegar a vomitar hasta 11 veces en una mañana le suele pasar normalmente por la mañana temprano y la tarde de antes es cuando le viene esa apatía. En casa les comento estábamos perdidos y desesperados porque la pobre lo pasa fatal y lo peor no sabemos por qué pasa  estamos igual que ustedes. Ahora vemos un poco de luz al averiguar que existe este grupo y esta asociación. Quería preguntarles que medidas de prevención tenemos que tener en casa  me refiero suero y que más? Aparte saber donde podemos comprar los parches de silicio y desde cuando hay que ponérselos  me refiero los compro hoy y se los pondríamos hoy mismo  o cuando veamos que le viene la crisis? Hay que modificar la dieta? Y una última cuestión a una peque de 7 años le pueden mandar los médicos medicación para la migraña cuando le dan las crisis? Queremos hablar con el Doctor Ramón que comentan ustedes porque necesitamos aprender todo lo posible sobre esta rara enfermedad que esperamos que como a muchos de ustedes les ha desaparecido con la adolescencia según he leído. Un abrazo fuerte y mucho ánimo a tod@s. Gracias de antemano.buenos días.;Hi everyone s thanks for acceptance into the group. We are serving very helpful and above all understanding. My case is as follows: At home we have a small 7 years with this syndrome. She is the daughter of my husband. It started very early 3-4 years old. The only solution that gives the pediatrician you have is sleep in the dark to see if stop vomiting and if not for the crisis to the hospital we ran for the rehydrate with serum and medication other than that put (I can not remember the name ) the fact is that crises gave before every 4-6 months but is now even repeated once a month or month if no month and the same month may have 3-4 crisis. I commented symptomatology: the small always have dark circles that when it comes crisis will make more starts shutting down will not eat it hurts the stomach and then starts vomiting can reach vomiting up to 11 times in one morning it usually happens normally early morning and evening before is when he comes that apathy. At home I tell them we were lost and desperate because poor passes and worst fatal not know why it happens we are like you. Now we see a little light to find that this group exists and this association. I wanted to ask that preventive measures have to be at home I mean serum and more? Aside know where we can buy patches from silicon and when to wear them I mean buy them today and would put them today or when we see that it is the crisis? You have to change your diet? And one last question a little 7 year old can send doctors medication for migraine when given the crisis? We want to talk with Doctor Ramon comment because you need to learn everything possible about this rare disease hope that as many of you have gone to them with adolescence as I read. A big hug and lots of encouragement to everyone s. Thanks antemano.buenos days.
2070;Y partimos de nuevo  anoche mi hija empezó a ponerse de ese color amarillo con sus ojeras negras y a sentir muchas náuseas y mareos hasta que se pegó el primer vómito a las 22:00  durante la noche vomitó 7 veces ( lo cual es poco comparado con otras crisis). Ya estamos en la clínica con la vía venosa  suero  ranitidina y ondezatron. Es increíble cómo a los 10 minutos ya se siente bien  le vuelven los colores  se pone a hablar y le da hambre. Mañana de alta... Enfermedad de mierda!!;And we start again last night my daughter started getting that yellow with dark circles and feel very nauseated and dizzy until the first vomit stuck at 22:00 at night vomited 7 times (which is small compared with other crisis). We are now in clinical with intravenous ranitidine and ondezatron serum. It's amazing how the 10 minutes and it feels good colors again starts talking and you get hungry. Tomorrow High ... Disease sucks !!
2071;Hola querido grupo como ya saben todos los que estamos aca es porque nuestros hijos se encuentran afectados por el SVC y de igual manera  como padres podamos ayudarnos. Hoy me toca a mi pedirles una ayuda mi hija de 9 años ya esta siendo afectada por una depresión porque ella considera que es la unica niña que padece de esta condición de vida y lo que conlleva todas sus limitanzas alimenticias y todo lo que sabemos. MI FAVOR ES EL SIGUIENTE PODRIAN USTEDES COMO PADRES PODER GRABARLES UN VIDEO DE APOYO A MI HIJA Y ACERLE SABER KE NO ES LA UNIKA EN ESTE MUNDO Y EXISTEN MAS NIÑOS Y NIÑAS CON ESTA CONDICION DE VIDA.LES DEJARE MI WHATSSAP PARA VER SI NOS PODEMOS AGREGAR Y ME PUEDAN AYUDAR PORFAVOS DE ANTEMANO SE LOS AGRADEZCO INFINITAMENTE +56962264582 MI HIJA SE LLAMA  YELEMKA;Hello dear group as you know all that we are here is because our children are affected by the SVC and equally as parents can help. Today my turn to ask a help my 9 year old daughter and is being affected by depression because she believes it is the only child suffering from this condition of life and what it entails all limitanzas food and everything we know. THE FOLLOWING IS MY FAVOR AS PARENTS COULD YOU CAN SUPPORT A VIDEO record them MY DAUGHTER AND KNOW KE acerle UNIKA IS NOT EXIST IN THIS WORLD AND MORE CHILDREN WITH THIS CONDITION WILL LEAVE MY VIDA.LES WHATSSAP TO SEE IF WE CAN ADDING AND ME CAN HELP THE beforehand PORFAVOS deeply appreciate +56962264582 MY DAUGHTER IS CALLED YELEMKA
2072;Hola me llamo Natalie soy chilena y hace un tiempo me entere que esta enfermedad que sufri cuando niña era catalogada como enfermedad rara eran noches en vela días y semanas incluso pase una navidad en el hospital junto a mi madre quien fue la que mas batallo conmigo para saber que enfermedad era llegaba al punto que me desidrataba y no tenia fuerza ni para levantarme era tanta la fuerza que hacia para vomitar que en mi cara las venitas se rebentaban los labios quemados ya que despues de dos o tres vomitos solo vomitaba vilis ya que eran muy fuertes las crisis y perdia mucho peso retomar el colegio me costaba mucho ya que esta enfermedad como no es conocida y por ende no es comprendida por el resto despues de muchos examenes el gastroenterologo llego a la conclusión de que sufria del sindrome de vomitos ciclicos llegando a la adolescencia fue disminuyendo poco a poco la enfermedad hoy ya tengo 29 años y las crisis gracias a dios practicamente han desparecido llegue al grupo porque no me imagine que habia tantos niñ@s y adultos que sufren la misma enfermedad a nivel mundial hace un tiempo en las noticias supe de una niña aqui en mi pais que sufre la misma enfermedad que yo sufri ahora me doy cuenta que no soy la única que lo sufrio si no que hay muchas mas personas que estan lidiando con esto bueno espero que mi historia les sirva y aportar un granito de arena saludos....;Hello my name is Natalie am Chilean, and a while ago I found out that this disease that I suffered as a child was listed as a rare disease were nighters days and weeks even spend a Christmas in the hospital with my mother who was the one that most do battle with me know that illness was coming to the point that desidrataba me and had no strength or to get up there was so much strength to to throw that in my face the veins lips burned is rebentaban because after two or three vomitos just vomited vilis as they were very strong crisis and lost a lot of weight regain college cost me much as this disease as it is not known and therefore is not understood by the rest after many tests the gastroenterologist conclude that he suffered from cyclic vomiting syndrome coming adolescence was slowly decreasing the disease today and am 29 years old and crises thank god practically have disappeared reach the group because they imagined that there were so many children & adults suffering from the same disease worldwide a while ago in news knew a girl here in my country suffering the same disease that I suffered now I realize I'm not the only one who suffered if there are many more people who are dealing with it well I hope my story will serve them and contribute a grain of sand greetings ....
2073;http://www.elperiodico.com/es/entre-todos/participacion/que-enfermedad-sea-rara-invisible-para-significa-que-sufra-63156#;http://www.elperiodico.com/es/entre-todos/participacion/que-enfermedad-sea-rara-invisible-para-significa-que-sufra-63156#
2074;Mila Garcia shared ASEM Catalunya s video to the group: Asociación Española del Síndrome de Vómitos Cíclicos.;Mila Garcia shared ASEM Catalunya s video to the group: Spanish Association Cyclical Vomiting Syndrome.
2075;Buenos dias  tengo a mi hija ingresada y una doctora ayer me dijo que los vomitos ciclicos no dan dolor en el estomago solo las nauseas y vomitos. Me hizo dudar y quisiera preguntaros si vuestros enfermos lo tienen Mi hija si tiene este dolor constante. Esto es muy cansado otra vez médicos distintos  distintas pruebas  contar la historia d su enfermedad  preguntas repetidas  alimentación  dudas hacía la familia  por que me da la sensación de que se creen que mentimos o nos inventamos estos episodios?. Es demasiado surrealista....;Good morning I have my daughter entered and a doctor told me yesterday that do not give cyclic vomiting stomach pain only nausea and vomiting. It made me doubt and I would ask if your sick have it My daughter if you have this constant pain. This is very tired again several different medical tests tell the story repeated questions d feed her illness was the family doubts that gives me the feeling that we believe lie or invent these episodes ?. It is too surreal ....
2076;Hola  creo que mi marido sufre de esta enfermedad  se desgasta que tiene un montón de pruebas y los médicos puedo encontrar nada malo. ¿Alguno de tomar cualquier pastillas que ayudan a que he podido probar con mi marido  que está a punto de enfermarse que puedo decir a los signos. Gracias de antemano;Hi I think my husband suffers from this disease wears that has a lot of tests and doctors can find nothing wrong. Does anyone taking any pills that help I could try with my husband who is about to get sick I can tell the signs. Thanks in advance
2077;Hola  gracias por aceptarme en el grupo  en mi caso tengo un niño de 6 años y desde el año y medio que viene sufriendo los mismos síntomas que comentan ustedes con una frecuencia de entre 2 y 3 meses  después de muchas pruebas se le diagnosticó hace poco el SVC. No lleva ningún tratamiento preventivo  espero encontrar en este grupo alguna forma de aliviar un poco las crisis. Muchas Gracias.;Hi thanks for accepting the group in my case I have a 6 years from the year and a half has been suffering the same symptoms that comment you with a frequency of 2 to 3 months after many tests he was diagnosed recently the SVC. Carries no preventive treatment in this group hope to find a way to relieve some of the crisis. Thank you very much for your attention,
2078;Hola amigos buenas noches.Me gustaría comentaros el caso de mi pequeña  despues de muchas vueltas a mi pequeña le diagnosticaron a los 18 meses SVC.Al principio le daban las crisis mas o menos una  vez al mes.La teniamos que llevar a urgencias al materno de A Coruña donde le ponían por vena suero ranitidina o algo así y primperan al cabo de unas horas mejoraba y volvíamos a casa.A partir de los 3 años  viendo lo que sufría la niña con los pinchazos y demás dejamos de llevarla a urgencias y cuando le daban las crisis la cuidabamoa en casa dándole suero oral cada vez que tenia una arcada  con oscuridad y silencio. Eso fue estupendo para ella porque dejamos de martirizarla con los pinchazos etc.Pero ahora las crisis las tiene mes si mes no pero el tiempo entre crisis es muy complicado tiene nauseas muchos mareos.continuos mareos que le condicionan la vida totalmente.Quisiera saber si alguien que tenga una niña pequeña con svc le ocurre algo similar. Últimamente la encontraba mas alterada y nerviosa y con miedo de marearse antes de que ocurriera. Ya le compre los parches de silicio y de momento parece que bien llevamos solo lleva dos días. Prometo comentaros como sigue con los parches  Mi hija no toma nada tipo Diacepan ni tranquilizantes y  estoy pensando que igual le haría bien  para cuando esta con miedo del mareo o los días previos a la crisis.Mañana quería hablar con la pediatra para ver si me da cita con la neuropediatra y que me diga.Yo con tilas ya no hago nada. Bueno amigos perdonar por la extensión de la vivencia pero estamos tan desbordados sobre todo yo que con frecuencia  me supera la situación y creo que no estoy a la altura de mi peque.Saludos y gracias a todos;Hello friends good night.I would like to mention to the case of my little after many laps my little was diagnosed at 18 months SVC.Al principle gave crises more or less once a month.The emergency we had to carry the mother of A Coruña where he put ranitidine serum by vein or something and primperan after a few hours and came home improved.From 3 years seeing what the child suffered with punctures and other emergency stop to take and when given the crisis cuidabamoa giving oral rehydration salts at home whenever I had an arcade with darkness and silence. That was great for her because we stop torture her with punctures etc.But now the crisis has not month if month but the time between crisis is very complicated has many mareos.continuos dizziness nausea that condition life completely.I wonder if someone who has a little girl with svc happens something similar. Lately he was more upset and nervous and afraid of getting dizzy before it happened. And you buy the patches of silicon and well now it seems that we only takes two days. Promise mention to as follows with patches My daughter takes nothing diazepam or tranquilizers type and I'm thinking like you would do well to when this fear of seasickness or the days before the crisis.Tomorrow wanted to talk to the pediatrician to see if I get an appointment with the neurologist and tell me.With linden I do not do anything. Good friends forgive the extent of the experience but we are so overwhelmed mostly often the situation is beyond me and think I'm not up to my sin.Greetings and thanks to all
2079;http://svcvivencias.blogspot.com.es/2016/03/105-dias-y-brota-la-crisis.html;http://svcvivencias.blogspot.com.es/2016/03/105-dias-y-brota-la-crisis.html
2080;holaa!!!escribo para contaros que a mi marido le a vuelto a dar una crisis de SVC ace un mes que le dio y esta noche a empezado compramos los parches y como a el le viene de repente esta madrugada cuando a empezado a vomitar se los a puesto pero nada no le a frenado nada los vómitos ni se a encontrado mejor asique nos hemos venido a urgencias y ya le an pinchado diazepan y primperan y a espera de que se encuentre mejor para volver a casa con su tratamiento de diazepan como siempre  nose los parches a cuanto tiempo acen efecto alguien me podría explicar un poco? porque teníamos muchas espectativas con ellos y nos hemos quedado un poco desilusionados... Nose si sabéis si los puede llevar siempre para prevenir o es solo cuando te da la crisis?  Ya os digo que a mi marido le viene de repente sin avisar ni nada. muchas gracias!!!!;Hello!!!writing to tell you that my husband is back to give you a crisis of SVC ace a month that gave him and tonight started buy patches and as He comes suddenly this morning when started vomiting is the to post but nothing not you braking nothing vomiting nor to found better so here we have come to the emergency room and already an pricked diazepam and primperan already pending are feeling better to go home with his treatment of diazepam as always donot patches to terms acen effect time someone could explain me a little? because we had many expectations with them and we've been a little disappointed ... Idk if you know if you can always take to prevent or only when it gives you the crisis?  And I say that my husband comes to him suddenly without warning or anything. thank you very much!!!!
2081;Buenas tardes  mi nombre es Andreia y hacer quince años la rutina de mi marido es varias hospitalizaciones. Él hizo todo lo que es una especie de pruebas de imagen  la sangre  dar  defectos de nacimiento o cualquier otra cosa  todo normal. Todo sucede de la misma manera  siempre comienza por la mañana y después del primer vómito es muy débil y se siente mucho dolor abdominal  también sentir mucha sed a punto de comer hielo antes cuando llegamos a la emergencia  la aplicación de suero y dio remedios comunes para aliviar los síntomas Sólo que no sirve ahora recibe drogas más fuertes que las hacía más pequeño. Ha pasado 16 días de vomitar  ahora es dos o tres. Las crisis  como principio  al final  de repente  sin previo aviso. En el intervalo de vida normal sin síntomas. Yo vivo en Rio Grande / Rio Grande do Sul / Brasil y  lamentablemente  estos años de lucha  nadie  ningún médico  clínica  hospital y otros en la sociedad. ¿Cómo descubrir? En un momento de desesperación empecé una búsqueda en Google y me sorprendió cuando empecé a leer sobre él  porque todos los síntomas  causa sufrimiento son iguales. Sólo nos quedamos sin una gran cantidad de información en nuestro país! No sabemos a quién buscar  al pasar por varios expertos y ninguno conocía. Necesitamos un diagnóstico y el tratamiento más importante con el fin de tener una vida normal y un poco de paz  porque cada mañana es una mala expectativa. Gracias  necesario para ventilar!;Good afternoon my name is Andreia and make routine fifteen years my husband is several hospitalizations. He did everything's kind of imaging blood give birth defects or anything else quite normal. Everything happens in the same way it always starts in the morning and after the first vomiting is very weak and feels much abdominal pain also feel very thirsty about to eat ice before when we got to the emergency application of serum and gave common remedies to relieve Only symptoms that does not work now gets stronger drugs that made them smaller. It's been 16 days of vomiting now is two or three. The crisis suddenly beginning to end without notice. In the range of normal life without symptoms. I live in Rio Grande / Rio Grande do Sul / Brazil and unfortunately these years of struggle nobody hospital and others in society no clinical doctor. How to find out? In a moment of desperation I began a search on Google and was surprised when I started reading about it because all causes suffering symptoms are the same. Only we were not a lot of information in our country! We do not know who to look for when going through various experts and no one knew. We need a diagnosis and treatment more important in order to have a normal life and some peace because every morning is a bad expectation. Thanks to ventilate necessary!
2082;http://svcvivencias.blogspot.com.es/2016/03/crisis-abortada.html;http://svcvivencias.blogspot.com.es/2016/03/crisis-abortada.html
2083;Hola   ¿A qué especialista tendría que llevar a mi hijo?  ¿al digestivo? ¿Qué pruebas tendrían que hacerle? Gracias.;Hi What specialist would have to take my son?  Digestive ¿? What evidence would have to give? Thank you.
2084;Gracias por aceptarme en el grupo.;Thank you for accepting me in the group.
2085;http://www.diseasemaps.org/es/cyclic-vomiting-syndrome/;http://www.diseasemaps.org/es/cyclic-vomiting-syndrome/
2086;5 de marzo  Día Internacional del Síndrome de Vómitos Cíclicos ¿Nos ayudas a difundirlo?;March 5th International Day Cyclic Vomiting Syndrome Are we help to spread?
2087;http://svcvivencias.blogspot.com.es/2016/03/dia-internacional-del-sindrome-de.html?spref=tw;http://svcvivencias.blogspot.com.es/2016/03/dia-internacional-del-sindrome-de.html?spref=tw
2088;Hola amigos  contaros que hoy comienza el segundo dia con la terapia no mas vomitos  ayer por la noche se le paso la crisis  no se si debido a la terapia o por que tenia que acabarse por si misma  a veces le ha durado de 10 a 12 horas  de momento vamos a seguir con los parches 4 dias y 2 de descanso y haremos otro ciclo de 4 + 2 en total tres ciclos seguidos  yo la verdad que como leo que normalmente es eficaz  en principio estoy muy motivado en que funcione. Ya os ire contando. Saludos;Hello friends tell you that the second day today begins with therapy no more vomiting last night you will pass the crisis is not whether due to therapy or because I had to run out by itself sometimes has lasted 10 to 12 hours for now we will continue with patches 4 days and 2 rest and do another cycle of 4 + 2 total three cycles followed me the truth as I read it is usually effective in principle I am very motivated to work. And you'll be telling. Best regards
2089;Buenas noches amigos  quería contaros que hoy después de quince días sin crisis  mi hija de nuevo a empezado con la dichosa crisis  tenía listos los  parches de no más vómitos sin estrenar pues los recibí hace una semana y hoy nada más que se ha notado el primer sintoma por la mañana se los ha colocado  de momento después de 12 horas no le han producido ningún efecto y la crisis está siendo igual de fuerte que siempre  espero poder daros mejores noticias pero de momento así estamos. Os seguiré contando. saludos;Good evening friends wanted to tell you that today after fifteen days without crises my daughter again started with the happy crisis was ready patches no more vomiting unworn since I received them a week ago and today nothing has been noticed the first sign in the morning has placed them at the moment after 12 hours have not given him any effect and the crisis is still as strong as ever I hope to give you better news but at the moment so we are. I continue to count. regards
